Epoch 1/3
Iteration 100, Loss: 1.3075
Iteration 11800, Loss: 0.6221
Iteration 11900, Loss: 0.6222
Iteration 12000, Loss: 0.6224
Iteration 12100, Loss: 0.6223
Iteration 12200, Loss: 0.6223
Iteration 12300, Loss: 0.6225
Iteration 12400, Loss: 0.6225
Iteration 12500, Loss: 0.6226
Iteration 12600, Loss: 0.6223
Iteration 12700, Loss: 0.6224
Iteration 12800, Loss: 0.6223
Iteration 12900, Loss: 0.6221
Iteration 13000, Loss: 0.6218
Iteration 13100, Loss: 0.6221
Iteration 13200, Loss: 0.6220
Iteration 13300, Loss: 0.6218
Iteration 13400, Loss: 0.6217
Iteration 13500, Loss: 0.6219
Iteration 13600, Loss: 0.6219
Iteration 13700, Loss: 0.6218
Iteration 13800, Loss: 0.6222
Iteration 13900, Loss: 0.6221
Iteration 14000, Loss: 0.6219
Iteration 14100, Loss: 0.6218
Iteration 14200, Loss: 0.6215
Iteration 14300, Loss: 0.6215
Iteration 14400, Loss: 0.6214
Iteration 14500, Loss: 0.6215
Iteration 14600, Loss: 0.6219
Iteration 14700, Loss: 0.6216
Iteration 14800, Loss: 0.6216
Iteration 14900, Loss: 0.6218
Iteration 15000, Loss: 0.6219
Iteration 15100, Loss: 0.6220
Iteration 15200, Loss: 0.6225
Iteration 15300, Loss: 0.6226
Iteration 15400, Loss: 0.6225
Iteration 15500, Loss: 0.6222
Iteration 15600, Loss: 0.6221
Iteration 15700, Loss: 0.6224
Iteration 15800, Loss: 0.6222
Iteration 15900, Loss: 0.6221
Iteration 16000, Loss: 0.6223
Iteration 16100, Loss: 0.6220
Iteration 16200, Loss: 0.6219
Iteration 16300, Loss: 0.6220
Iteration 16400, Loss: 0.6222
Iteration 16500, Loss: 0.6222
Iteration 16600, Loss: 0.6221
Iteration 16700, Loss: 0.6222
Iteration 16800, Loss: 0.6223
Iteration 16900, Loss: 0.6224
Iteration 17000, Loss: 0.6224
Iteration 17100, Loss: 0.6224
Iteration 17200, Loss: 0.6225
Iteration 17300, Loss: 0.6222
Iteration 17400, Loss: 0.6224
Iteration 17500, Loss: 0.6226
Iteration 17600, Loss: 0.6228
Iteration 17700, Loss: 0.6227
Iteration 17800, Loss: 0.6226
Iteration 17900, Loss: 0.6224
Iteration 18000, Loss: 0.6226
Iteration 18100, Loss: 0.6228
Iteration 18200, Loss: 0.6229
Iteration 18300, Loss: 0.6231
Iteration 18400, Loss: 0.6233
Iteration 18500, Loss: 0.6234
Iteration 18600, Loss: 0.6234
Iteration 18700, Loss: 0.6236
Iteration 18800, Loss: 0.6236
Iteration 18900, Loss: 0.6236
Iteration 19000, Loss: 0.6236
Iteration 19100, Loss: 0.6236
Iteration 19200, Loss: 0.6235
Iteration 19300, Loss: 0.6235
Iteration 19400, Loss: 0.6235
Iteration 19500, Loss: 0.6236
Iteration 19600, Loss: 0.6235
Iteration 19700, Loss: 0.6237
Iteration 19800, Loss: 0.6240
Iteration 19900, Loss: 0.6238
Iteration 20000, Loss: 0.6238
Iteration 20100, Loss: 0.6237
Iteration 20200, Loss: 0.6236
Iteration 20300, Loss: 0.6236
Iteration 20400, Loss: 0.6235
Iteration 20500, Loss: 0.6236
Iteration 20600, Loss: 0.6236
Iteration 20700, Loss: 0.6235
Iteration 20800, Loss: 0.6235
Iteration 20900, Loss: 0.6234
Iteration 21000, Loss: 0.6235
Iteration 21100, Loss: 0.6237
Iteration 21200, Loss: 0.6240
Iteration 21300, Loss: 0.6239
Iteration 21400, Loss: 0.6239
Iteration 21500, Loss: 0.6241
Iteration 21600, Loss: 0.6242
Iteration 21700, Loss: 0.6240
Iteration 21800, Loss: 0.6241
Iteration 21900, Loss: 0.6243
Iteration 22000, Loss: 0.6244
Iteration 22100, Loss: 0.6243
Iteration 22200, Loss: 0.6243
Iteration 22300, Loss: 0.6244
Iteration 22400, Loss: 0.6243
Iteration 22500, Loss: 0.6242
Iteration 22600, Loss: 0.6240
Iteration 22700, Loss: 0.6238
Iteration 22800, Loss: 0.6235
Iteration 22900, Loss: 0.6236
Iteration 23000, Loss: 0.6235
Iteration 23100, Loss: 0.6236
Iteration 23200, Loss: 0.6235
Iteration 23300, Loss: 0.6234
Iteration 23400, Loss: 0.6235
Iteration 23500, Loss: 0.6235
Iteration 23600, Loss: 0.6236
Iteration 23700, Loss: 0.6236
Iteration 23800, Loss: 0.6238
Iteration 23900, Loss: 0.6239
Iteration 24000, Loss: 0.6238
Iteration 24100, Loss: 0.6237
Iteration 24200, Loss: 0.6236
Iteration 24300, Loss: 0.6236
Iteration 24400, Loss: 0.6236
Iteration 24500, Loss: 0.6237
Iteration 24600, Loss: 0.6237
Iteration 24700, Loss: 0.6235
Iteration 24800, Loss: 0.6234
Iteration 24900, Loss: 0.6233
Iteration 25000, Loss: 0.6232
Iteration 25100, Loss: 0.6234
Iteration 25200, Loss: 0.6236
Iteration 25300, Loss: 0.6238
Iteration 25400, Loss: 0.6238
Iteration 25500, Loss: 0.6237
Iteration 25600, Loss: 0.6237
Iteration 25700, Loss: 0.6238
Iteration 25800, Loss: 0.6239
Iteration 25900, Loss: 0.6242
Iteration 26000, Loss: 0.6242
Iteration 26100, Loss: 0.6243
Iteration 26200, Loss: 0.6242
Iteration 26300, Loss: 0.6242
Iteration 26400, Loss: 0.6240
Iteration 26500, Loss: 0.6240
Iteration 26600, Loss: 0.6240
Iteration 26700, Loss: 0.6239
Iteration 26800, Loss: 0.6239
Iteration 26900, Loss: 0.6239
Iteration 27000, Loss: 0.6240
Iteration 27100, Loss: 0.6241
Iteration 27200, Loss: 0.6242
Iteration 27300, Loss: 0.6242
Iteration 27400, Loss: 0.6242
Iteration 27500, Loss: 0.6242
Iteration 27600, Loss: 0.6242
Iteration 27700, Loss: 0.6242
Iteration 27800, Loss: 0.6242
Iteration 27900, Loss: 0.6242
